477	5	2
478	479	15
480	34	2
481	482	5
349	483	3
484	485	6
486	487	3
488	489	14
490	491	6
492	493	10
271	494	4
495	496	18
497	498	1
499	39	2
500	86	4
501	502	6
503	504	4
505	506	4
507	508	4
509	39	2
510	511	4
512	34	2
370	513	1
514	515	6
516	517	6
518	519	14
520	5	2
521	522	16
523	39	2
524	525	14
526	39	2
527	528	4
529	530	27
531	532	16
533	534	3
535	331	5
490	536	3
537	538	6
539	92	2
360	276	14
540	541	15
542	5	2
543	318	4
544	396	3
157	545	3
546	5	2
547	548	8
549	403	14
550	358	4
551	113	2
552	553	4
554	555	12
556	295	8
557	558	14
559	377	23
560	561	6
562	563	3
564	565	1
566	113	2
567	244	8
568	569	16
570	571	3
572	573	3
574	34	2
575	32	2
576	444	4
77	577	3
578	39	2
579	548	8
580	581	6
582	583	27
584	91	6
585	255	3
586	587	14
588	34	2
589	5	2
590	92	2
591	39	2
592	593	6
594	595	15
596	597	13
598	599	6
600	601	3
602	603	16
604	39	2
605	606	3
607	94	2
608	39	2
609	377	4
610	113	2
611	56	4
612	5	2
613	92	2
614	5	2
615	616	4
617	618	6
619	5	2
620	34	2
192	621	2
622	623	6
624	61	2
625	553	4
626	627	6
194	628	6
629	630	3
631	13	4
632	39	2
633	634	25
38	635	6
636	637	20
638	639	8
640	641	4
357	167	3
354	642	3
643	447	4
644	645	28
646	647	20
648	649	3
650	651	15
652	32	2
653	553	4
654	655	15
656	124	8
657	396	3
658	659	13
660	86	8
661	47	8
662	5	2
663	315	2
664	665	14
666	667	3
668	113	2
669	141	8
670	92	2
671	672	4
673	92	2
674	5	2
675	676	8
677	61	2
678	113	2
679	680	7
681	682	4
683	113	2
684	685	8
686	34	2
687	506	4
688	34	2
689	690	6
691	5	2
692	693	6
694	92	2
695	696	25
697	672	6
698	699	3
700	34	2
701	92	2
702	639	8
703	47	8
704	141	4
705	385	2
706	707	6
67	295	8
708	34	2
709	5	2
710	56	5
711	712	15
713	61	2
714	61	2
715	716	3
299	717	3
718	36	8
719	720	0
709	721	3
722	723	14
724	725	8
726	5	2
727	5	2
728	508	4
348	729	6
730	731	29
732	733	5
734	735	13
736	113	2
737	738	6
739	740	15
741	396	3
742	743	6
744	244	8
745	746	9
747	47	8
748	5	2
749	750	8
751	5	2
752	753	4
754	295	4
533	616	8
755	756	3
757	758	7
759	34	2
760	761	5
762	763	7
764	765	9
592	766	6
767	768	4
769	61	2
770	771	4
772	773	1
774	34	2
775	34	2
776	88	4
777	778	3
779	34	2
780	113	2
781	639	8
782	783	5
784	5	2
785	786	7
787	757	7
788	92	2
789	790	30
791	5	2
792	793	6
794	795	4
796	39	2
797	798	3
799	800	5
801	778	12
289	34	2
802	5	2
803	804	10
805	5	2
806	295	4
807	808	8
809	810	7
811	812	6
813	225	6
814	815	3
816	817	6
818	819	4
820	506	4
821	39	2
822	823	6
824	113	2
825	314	1
826	295	4
827	828	6
593	829	6
830	831	5
832	94	2
833	113	2
834	34	2
835	836	3
837	683	3
392	838	7
839	61	2
840	841	3
842	843	10
844	86	5
845	113	2
846	192	2
847	815	3
848	849	14
850	639	8
851	315	2
852	9	13
853	5	2
854	855	3
856	219	7
857	553	4
858	859	3
860	39	2
861	39	2
862	863	18
42	864	6
363	5	2
518	167	3
865	866	4
867	34	2
868	869	13
870	871	4
872	5	2
873	122	2
874	396	3
875	34	2
876	5	2
877	878	14
879	154	2
880	548	8
881	113	2
882	815	3
883	5	2
884	141	4
885	715	6
886	887	3
888	889	8
890	113	2
891	61	2
892	262	4
893	92	2
894	895	4
896	92	2
62	32	2
897	32	2
898	899	14
900	901	25
902	39	2
903	904	21
905	906	6
82	34	2
907	553	4
908	909	15
910	39	2
911	912	6
913	141	4
914	915	4
916	917	4
918	34	2
919	920	4
921	922	3
923	924	4
925	92	2
926	92	2
927	928	7
929	178	4
676	34	2
865	930	6
931	483	3
932	933	2
934	443	3
935	34	2
936	86	8
937	938	6
939	940	4
268	385	2
941	942	6
943	5	2
944	5	2
945	946	16
947	948	14
949	5	2
950	92	2
951	5	2
952	953	19
954	711	25
627	626	8
723	34	2
955	88	5
956	957	31
958	113	2
959	32	2
960	34	2
961	194	6
962	113	2
963	61	2
964	965	4
193	966	4
967	968	4
969	5	2
970	324	4
653	866	4
971	972	8
973	974	3
975	976	7
977	92	2
978	113	2
979	5	2
980	5	2
981	92	2
982	295	4
983	984	4
119	985	7
986	1	4
987	553	4
988	92	2
989	811	7
990	991	7
992	993	13
994	32	2
995	996	3
997	998	6
999	1000	7
1001	5	2
629	1002	6
1003	1004	5
1005	1006	6
767	5	2
1007	603	16
865	1008	6
1009	5	2
1010	32	2
1011	92	2
1012	1013	7
1014	61	2
1015	5	2
335	1016	7
1017	388	6
1018	1019	10
1020	1021	3
1022	846	18
813	1023	6
1024	39	2
1025	5	2
1026	1027	6
1028	396	3
1029	94	2
1030	720	4
1031	5	2
601	113	2
1032	1033	10
1034	154	2
542	862	7
1035	1036	6
1037	1038	1
1039	1040	21
1041	1042	7
1043	358	4
773	1044	4
71	553	4
1045	1046	6
1047	9	4
1048	192	2
1049	377	4
1050	5	2
363	1051	3
1052	315	2
1053	1054	11
1055	1056	18
1057	1058	4
1059	39	2
1060	1061	3
1062	92	2
1063	1064	5
1012	5	2
1065	385	2
1066	1067	1
1068	113	2
1069	1070	6
1071	1072	1
1073	1074	5
1075	1076	3
1077	113	2
1078	61	2
1079	185	1
1080	1081	5
1082	1083	1
1084	466	4
1085	5	2
1086	1087	7
1088	21	2
1089	34	2
1090	433	14
1091	1092	3
1093	358	4
1094	506	4
1095	32	2
1096	1097	8
1098	1099	8
1100	192	2
1101	92	2
1102	324	0
1103	1104	3
1105	92	2
1106	295	4
1107	1108	6
1109	1110	7
153	1111	10
1112	642	3
1113	1114	3
1115	1116	6
1117	1118	1
1119	1120	4
1121	1122	6
421	1123	15
863	32	2
1124	1125	4
1126	1127	4
1128	1129	3
1130	1131	3
1132	141	8
1133	1134	3
1135	1136	3
100	86	4
1137	15	3
1138	318	4
1139	34	2
1140	91	4
1141	324	23
1142	80	5
1143	113	2
1144	80	4
1145	129	4
1146	1147	6
1148	553	4
1149	5	2
382	124	8
1150	1151	7
1152	607	3
1153	34	2
1154	34	2
1155	5	2
1156	5	2
1157	5	2
1158	94	2
1159	447	6
853	1160	18
1161	1162	6
1163	80	6
1164	32	2
1165	32	2
1166	295	4
1167	200	4
1168	483	3
1169	1170	3
1171	113	2
1172	132	4
1173	295	4
1174	15	3
1175	61	2
1176	1039	21
1177	642	3
1178	849	13
1179	720	4
1180	5	2
1181	295	23
1182	1183	3
949	768	4
448	815	3
1184	396	12
1185	15	3
1186	39	2
1187	1188	6
119	358	4
1189	13	4
1190	1191	6
1192	1193	18
1194	124	4
1195	318	5
406	453	4
1196	1197	15
86	385	2
1198	506	23
323	1199	3
1200	720	4
1201	167	3
507	88	4
1202	483	3
1203	32	2
1204	32	2
1205	5	2
729	1206	4
1207	1208	11
1209	1	4
1210	34	2
1211	200	8
1212	1213	3
1214	86	8
1215	1216	3
1217	34	2
1218	32	2
501	1219	3
1220	34	2
1221	508	4
623	1222	3
1223	1224	10
1225	255	3
1226	80	4
1227	34	2
1228	1229	6
1230	1222	3
1231	39	2
1232	1233	7
1234	39	2
1235	92	2
1236	244	8
85	1237	19
1238	1239	6
133	553	4
1240	96	4
1241	1020	6
1115	1242	6
1243	34	2
964	1244	8
1245	34	2
1246	1247	3
1248	113	2
1249	1250	10
1251	385	2
123	86	4
1252	5	2
1253	13	4
1254	32	2
1255	1256	3
1257	34	2
1258	92	2
628	32	2
1259	113	2
136	1260	15
1261	1262	6
1263	1264	10
1265	85	6
1266	92	2
968	385	2
1267	616	4
1268	92	2
1063	1269	10
1270	1271	3
1272	553	4
1273	1274	15
1275	34	2
1276	1277	19
1278	843	18
1279	311	6
311	34	2
1280	1281	5
1282	1283	14
1284	1285	15
1286	1287	10
1190	396	3
829	1288	5
1196	1289	4
1290	92	2
1291	113	2
1292	34	2
214	113	2
1293	1294	3
1295	816	6
1296	1297	3
1298	1299	3
1300	124	8
1301	324	23
1302	1018	6
1231	1303	15
1304	1199	3
1305	5	2
1306	682	4
1307	1183	3
1308	5	2
233	192	2
1309	195	3
1310	1311	6
1312	5	2
1313	1314	21
1315	1316	10
1317	1318	10
1319	1320	6
1321	5	2
865	1322	6
1323	1324	3
1325	1326	10
1327	385	2
1328	1329	4
1330	5	2
1331	508	4
1332	32	2
1333	113	2
1334	1335	21
1336	1337	6
1338	1339	10
1340	34	2
813	508	4
1341	94	2
1249	32	2
592	1342	6
1343	13	8
1344	141	5
1345	1346	4
1347	34	2
1348	212	1
1349	897	6
1350	5	2
1351	61	2
1352	1353	14
1354	92	2
236	1355	6
1356	34	2
1334	396	3
123	396	3
1357	1358	4
1359	366	3
1360	1361	15
1362	1363	6
1364	1365	3
182	506	4
351	80	4
1366	5	2
1367	1368	3
1369	318	6
1370	1371	1
1372	244	4
792	311	13
885	1373	6
1374	1375	16
1376	1206	4
1377	5	2
1378	113	2
432	311	10
1379	1380	32
503	1381	3
1382	105	4
1383	1384	30
1385	1386	15
1387	36	8
1388	1389	6
1390	1391	11
1392	34	2
1393	15	3
1192	1394	14
1395	86	6
1396	828	4
1397	92	2
1398	295	8
1141	1399	3
1400	1401	6
1402	1	4
1403	920	6
1404	34	2
1405	1406	4
1407	1408	6
1073	92	2
1409	39	2
1410	39	2
1411	1412	6
1413	1414	7
1415	1416	1
1417	128	18
1211	39	2
1418	92	2
1419	113	2
1420	1421	11
1422	96	6
1423	5	2
1424	1425	10
1426	720	4
1427	5	2
1428	1429	6
1430	262	1
1431	113	2
1432	1433	3
1434	642	3
463	1435	6
1436	32	2
1437	61	2
1438	1439	3
1440	5	2
1441	1442	19
1443	88	4
813	396	3
1444	9	4
1445	61	2
1446	113	2
1447	1448	18
1449	1450	7
1451	1452	6
1453	1454	6
1455	5	2
1456	1457	30
522	34	2
1458	21	2
1321	1459	6
1460	750	8
1461	1184	3
143	5	2
1462	506	4
1463	1464	4
1465	1466	6
59	1467	23
1468	5	2
1469	5	2
1470	34	2
284	315	2
1471	5	2
1472	725	8
1473	815	3
273	80	4
1374	647	13
1474	597	18
1475	295	4
1476	295	8
305	318	6
1477	1478	10
1452	920	23
1479	315	2
1480	92	2
1481	5	2
502	34	2
1482	1483	6
1453	1484	3
1485	295	8
1486	1487	10
1488	34	2
1489	1490	4
119	585	7
1491	720	4
864	1492	6
1493	34	2
1494	340	3
1495	88	6
654	1496	4
1497	113	2
1498	1499	6
1500	1501	7
584	377	4
835	1502	6
1503	5	2
1504	1505	14
1506	1507	6
1508	32	2
1509	92	2
1510	1511	6
1512	1513	8
1514	5	2
1515	447	16
1516	1517	4
1518	92	2
1519	933	2
1520	866	4
1521	295	8
1522	984	4
1523	105	4
1524	1517	4
1525	47	18
1526	61	2
1527	1448	5
1528	1529	3
1530	1531	3
1532	1533	6
1246	543	21
1534	5	2
1535	105	5
1536	124	4
1537	317	6
1538	34	2
1539	39	2
1082	80	4
1540	1541	3
1542	34	2
1543	1544	6
1545	1546	3
1547	1548	6
1549	61	2
1550	1551	7
1552	1553	3
1554	1555	28
1556	920	4
116	1557	10
1321	1558	6
1559	61	2
1560	1561	1
1562	34	2
1334	5	2
1563	1564	3
245	1565	6
1447	5	2
1566	815	3
557	5	2
1567	795	4
1568	1569	3
1570	34	2
1571	1572	16
1573	1574	10
1575	1244	8
1576	1577	6
1578	34	2
1579	447	13
1580	32	2
1581	1582	6
1583	295	4
1584	1	4
613	32	2
1585	113	2
1586	262	1
533	5	2
427	842	14
1587	34	2
510	1588	15
1589	385	2
1590	1591	6
1592	113	2
1593	750	8
1594	1595	10
977	32	2
1596	1597	19
1598	34	2
1039	1599	15
341	5	2
1600	5	2
1091	447	14
586	39	2
1601	553	4
1602	39	2
1603	1604	10
1605	141	8
1606	154	2
1607	92	2
1335	5	2
1608	1609	6
1610	39	2
1611	315	2
1612	5	2
1613	444	4
1614	34	2
1615	1125	5
1616	616	8
906	1617	6
1618	1619	10
1120	385	2
1620	1621	3
1622	61	2
1623	1624	9
1261	1625	6
822	1626	6
1627	295	4
1628	720	4
1629	80	4
1630	39	2
513	1631	6
1632	1633	15
1312	1634	4
1635	34	2
1636	113	2
1637	295	8
1638	968	6
1358	1639	6
1640	1454	0
903	476	3
1641	1642	23
1181	920	4
1643	295	4
1644	1645	5
1646	1647	23
1648	113	2
1649	385	2
1650	34	2
1651	32	2
1652	438	5
1482	5	2
1653	1654	14
1655	295	5
1656	315	2
1657	92	2
1658	1406	4
1659	1660	3
1661	1662	13
1663	5	2
197	1664	6
1665	1666	13
1667	506	4
1668	113	2
1669	1143	3
1670	1671	11
1548	1672	3
1673	1674	5
1675	750	8
1676	113	2
1677	1678	3
1679	1680	3
1681	61	2
1682	1222	3
1683	1142	5
1684	192	2
1685	1686	0
1687	476	3
1688	228	4
1689	235	3
260	56	5
1427	1690	4
760	32	2
1253	1691	25
1692	1693	10
1694	61	2
944	377	23
1695	1696	4
1697	34	2
1698	1699	3
1700	385	2
1701	377	23
1702	113	2
1703	1051	3
1704	295	8
1705	56	8
638	1706	6
1341	677	12
1707	1708	4
1709	39	2
1710	1711	4
1712	105	5
1713	358	4
1714	39	2
1524	124	8
1715	1716	5
1717	13	0
73	1718	14
1719	255	3
1720	972	8
1721	1589	4
1722	9	4
1723	1724	16
1725	3	1
1726	1727	3
1728	5	2
1729	5	2
1730	291	0
1731	39	2
649	113	2
1732	1733	33
1734	9	4
1735	1736	21
1737	5	2
1738	34	2
1739	118	3
1740	1741	9
1742	1743	15
945	324	4
1744	34	2
1745	1496	0
1746	366	12
1747	39	2
1503	1748	6
1749	1750	7
1751	933	2
1752	1753	12
1754	1755	4
1756	1757	7
1758	377	4
1759	1760	1
1761	1762	6
1763	92	2
1764	15	3
1765	1324	3
1766	1767	18
1768	32	2
1769	1770	12
1771	5	2
1288	1772	10
1773	61	2
1774	1775	4
1776	1777	6
1778	920	4
1779	5	2
1780	385	2
847	1781	14
1782	36	8
1783	5	2
1398	1784	15
1785	331	5
227	1786	13
1787	34	2
1788	124	4
1789	1010	16
1790	113	2
1791	1792	4
1793	5	2
1794	1795	10
1568	96	4
1796	1797	4
0	291	0
1533	80	4
728	39	2
1798	1799	10
1800	1801	28
1802	92	2
426	1422	6
1803	1804	1
1805	92	2
1806	118	3
1807	88	4
1808	92	2
1809	750	8
1810	1811	4
762	200	4
1812	86	4
1813	315	2
1290	9	5
1814	1815	6
1816	295	8
1731	506	4
2	5	2
1817	1818	7
1819	5	2
1820	32	2
1821	113	2
1269	34	2
1822	1823	3
1023	1095	4
1083	1786	13
1824	92	2
1825	5	2
1206	154	2
1826	5	2
1827	5	2
1828	5	2
1829	34	2
1830	34	2
1831	39	2
1832	118	3
1236	13	4
1833	1281	10
1834	34	2
1160	192	2
197	1835	6
1836	1837	6
885	1690	4
1838	178	4
1839	1840	28
1841	1375	16
1842	551	3
1714	1843	3
1844	1845	15
1846	1847	18
1848	1849	3
830	32	2
1850	39	2
1851	1852	10
1486	1853	5
1854	1263	13
1855	315	2
1856	519	0
259	1857	6
1372	5	2
633	358	4
1858	1859	16
64	1860	6
1861	195	3
1862	1863	13
1864	61	2
1865	113	2
1451	295	23
1866	385	2
1867	5	2
743	92	2
1547	1137	6
1868	1869	3
1870	141	13
1871	39	2
22	984	8
1872	506	4
1873	39	2
1610	1851	6
1874	315	2
1875	39	2
1876	1877	6
1878	61	2
822	1879	6
608	1880	3
582	1881	6
1882	750	8
1883	1884	3
1885	39	2
1886	5	2
1887	5	2
1888	94	2
1889	34	2
116	32	2
1890	34	2
1086	1891	6
1892	34	2
1012	1893	6
1894	113	2
1895	1896	3
556	1897	3
1898	313	4
1899	377	6
1900	1127	4
1901	1902	3
236	133	6
1903	34	2
1904	920	4
1905	61	2
1906	5	2
1907	1908	15
1909	315	2
1910	1206	4
1911	1912	7
1913	922	3
1914	192	2
1915	34	2
1916	1917	1
1918	68	6
1919	1920	7
1921	5	2
1922	5	2
1923	647	4
1924	61	2
1925	1567	6
1926	39	2
1509	1927	10
1928	1581	6
1929	1930	6
1931	311	6
1932	92	2
911	1933	6
1934	1935	14
1936	113	2
1503	1937	4
1938	39	2
1939	80	4
1727	1222	12
16	164	3
1940	39	2
1941	447	14
1942	34	2
1943	5	2
771	447	0
937	583	6
1944	295	4
1945	1946	1
1947	1206	4
1240	1582	7
234	5	2
1948	1949	4
1950	1951	6
1952	553	4
1953	34	2
494	32	2
1954	295	4
1955	141	8
1956	1957	6
1757	504	4
1551	1958	6
1959	1960	8
1961	21	2
1962	1963	15
598	1576	7
1964	1416	1
1965	34	2
1966	1967	8
1968	113	2
236	469	6
1969	324	4
1970	34	2
1971	34	2
911	631	6
8	1972	1
1510	1973	6
1974	1975	8
632	47	8
982	36	8
1976	377	4
1977	1125	5
1978	385	2
1979	1270	7
646	39	2
1980	34	2
343	1024	6
1981	968	6
1982	1004	6
1983	725	8
1984	34	2
475	39	2
1985	56	5
87	306	3
216	1811	4
1986	5	2
1740	385	2
703	1987	1
1988	1989	10
1990	1991	3
1992	1993	7
1994	80	4
1995	1	4
1996	315	2
1997	1314	1
1998	92	2
1999	2000	10
2001	34	2
2002	2003	7
2004	34	2
2005	1398	6
2006	34	2
2007	485	16
2008	113	2
2009	553	4
2010	21	2
1395	295	4
2011	72	3
2012	725	8
2013	2014	3
2015	34	2
2016	5	2
758	297	7
1212	466	6
2017	2018	5
1854	39	2
951	15	3
1276	2019	15
1929	718	6
1556	255	3
2020	2021	3
592	2022	6
2023	36	8
2024	2025	4
472	2026	1
776	2027	6
2028	396	3
1759	444	4
2029	92	2
2030	315	2
2031	39	2
2032	34	2
2033	113	2
2034	2035	7
2036	2037	30
2038	5	2
2039	2040	5
2041	2042	6
749	1322	34
865	2043	6
2044	903	7
400	867	6
2045	1251	4
2046	2047	3
1035	39	2
2048	92	2
2049	2050	12
2051	2052	4
1147	504	4
2053	759	6
2054	21	2
1833	192	2
2055	1011	6
1439	122	2
2056	80	4
2057	2058	3
2059	1136	3
2060	385	2
2061	318	6
2062	152	14
874	1944	6
2063	5	2
1577	2064	3
2065	1744	4
2066	2067	0
40	2068	1
2069	1951	6
2070	1546	3
2071	5	2
2005	2072	6
2073	577	3
2074	2075	4
657	1646	6
2076	1903	6
2077	2078	16
2079	2080	6
2081	5	2
2082	2083	4
478	39	2
2084	5	2
2085	5	2
2086	61	2
2087	92	2
2088	1512	6
2089	244	23
2090	5	2
742	2091	3
1181	1134	3
2092	548	8
1510	2093	6
2094	113	2
2095	39	2
2096	2097	3
426	2098	6
2099	553	4
2100	113	2
1576	5	2
560	1902	3
2101	32	2
575	2102	5
2103	630	15
980	2104	1
2101	2105	10
2106	32	2
2107	34	2
2108	34	2
2109	2110	6
2111	86	6
2112	1011	11
2113	178	0
2114	2115	1
909	61	2
246	99	3
1209	2116	18
1261	1378	3
2117	262	1
1758	118	3
2118	2119	3
2120	124	4
2121	13	4
2122	94	2
2123	5	2
2124	21	2
1082	5	2
2125	32	2
2126	647	4
1877	32	2
2127	5	2
2128	39	2
2129	92	2
2130	34	2
1315	32	2
2131	5	2
2132	2133	9
2134	2135	4
568	2136	21
2137	5	2
2138	2139	1
1285	61	2
2140	2141	10
2142	2143	15
2144	2145	9
2146	113	2
40	2147	15
2148	34	2
162	86	4
1388	358	4
2149	2150	13
2151	5	2
2043	39	2
2152	2153	3
2154	377	23
2155	2156	3
441	32	2
2157	5	2
2158	2159	4
2160	1065	4
1719	2161	6
1757	2162	6
615	2106	8
2163	2164	10
4	577	3
239	5	2
2165	2166	5
2167	2168	10
2169	5	2
2170	2171	4
2172	113	2
2173	504	4
632	832	3
2174	2175	3
215	597	13
1651	2176	5
2177	39	2
2178	34	2
2179	2180	5
1242	2181	16
2182	39	2
2183	113	2
2184	2185	15
2186	92	2
2187	212	1
2188	2189	1
509	2190	6
1007	1097	4
2191	315	2
615	866	4
2192	5	2
55	2193	3
2194	39	2
2195	1070	28
2196	61	2
2197	5	2
1096	2198	16
2199	5	2
2200	2201	3
2202	2203	6
2204	5	2
2205	32	2
2206	61	2
2207	295	4
996	113	2
2208	2209	6
2210	113	2
2211	318	4
2212	113	2
2213	2214	6
2215	113	2
2216	2217	15
2218	210	4
2219	92	2
2200	2220	4
1755	385	2
793	34	2
2221	1219	3
2222	32	2
2223	815	3
2224	2225	23
1556	39	2
2226	34	2
2227	1143	24
2228	34	2
2229	750	8
2230	5	2
2231	2232	10
1973	750	8
698	2233	16
2234	295	8
2235	228	4
2236	318	4
2027	92	2
2237	113	2
2238	86	8
2239	113	2
2240	1496	14
2241	2242	1
2243	167	3
190	178	4
286	720	4
2244	2245	10
2246	2247	4
2248	2249	1
2250	32	2
2251	5	2
2252	2253	16
2254	32	2
1794	2255	5
1253	244	8
2120	5	2
592	2256	6
1360	2257	4
2258	2259	4
2260	2261	4
2262	712	15
2263	2264	10
1682	2265	6
2266	2267	10
785	2268	3
2269	2270	5
1159	2271	3
71	5	2
1410	984	8
2272	92	2
27	105	4
2273	92	2
2274	2275	6
2276	565	6
2277	39	2
2278	5	2
2279	1011	6
724	2280	18
2281	61	2
2282	756	3
865	2283	6
2284	2285	3
2286	5	2
2287	2288	3
2289	5	2
1380	1136	3
1253	2290	3
969	2291	15
2292	2293	4
180	2294	3
463	2295	6
2296	672	23
2297	1457	30
521	555	3
2298	2299	3
2300	1505	13
576	5	2
2301	88	4
1703	1696	4
2302	113	2
2303	5	2
2304	34	2
2305	34	2
605	5	2
748	2306	4
2307	34	2
2308	5	2
2309	2310	16
1945	86	8
2311	192	2
2312	1696	4
134	2313	0
138	92	2
2314	21	2
334	1690	6
2315	324	0
2316	2317	5
2318	2319	10
2320	2321	6
378	2322	8
2323	1058	4
2057	86	4
2324	2325	6
2326	1975	4
421	5	2
2259	1624	9
2327	295	8
2328	2329	6
2330	768	4
1480	2331	10
2240	377	4
2332	5	2
2151	86	4
2333	2334	3
2335	61	2
2336	2337	6
1410	366	3
2338	2339	34
2340	2341	4
2342	32	2
2343	2344	5
2345	113	2
2346	295	8
2347	90	0
1130	5	2
987	39	2
2348	105	5
1761	86	8
2349	2350	10
961	396	3
2351	2352	14
626	2353	6
2354	1660	24
2355	124	4
2356	548	8
2357	93	3
2358	34	2
2359	56	4
2360	34	2
2361	113	2
2362	2363	6
2364	86	8
2365	39	2
2366	39	2
2367	2125	6
2368	39	2
2369	5	2
1434	2370	16
1800	639	8
1184	94	2
2371	295	4
2372	113	2
2373	34	2
2374	2375	3
2376	2377	5
2378	61	2
2379	34	2
1581	2380	6
2381	759	6
352	32	2
2382	86	8
2383	39	2
2384	318	6
2385	2386	18
799	2387	10
2388	13	8
2389	56	4
902	105	4
2390	1399	3
2391	1496	14
2392	34	2
2393	39	2
2394	2395	3
2396	358	8
2397	2398	18
2399	92	2
2400	2401	6
991	2402	1
1491	2403	3
2404	2405	6
982	808	4
2406	2407	8
2408	506	5
681	2409	7
2410	1686	14
2411	315	2
1783	870	25
2412	94	2
2413	2414	10
2415	61	2
1836	504	4
1659	39	2
2416	32	2
2417	34	2
2056	5	2
2418	39	2
2419	1136	3
42	2420	6
2421	192	2
2422	167	3
2423	324	4
1992	573	3
2424	1052	1
2425	2426	35
2427	295	8
2428	2429	5
2430	306	3
2431	34	2
2432	1	4
2433	2434	5
2435	113	2
376	13	8
2436	5	2
2437	2438	3
2439	2440	4
2441	573	3
1949	34	2
2442	2443	1
2444	13	4
2445	2446	15
822	724	6
1328	5	2
2447	815	3
2448	1	23
1736	2449	15
2450	866	4
2451	113	2
2452	1	4
2424	1903	4
2453	2454	16
2455	9	4
312	311	4
343	5	2
2456	92	2
2457	2458	4
42	2459	6
2460	39	2
2461	487	3
2462	39	2
2463	221	6
1031	255	3
2464	92	2
2465	92	2
2466	453	4
2467	710	18
2468	1406	4
2469	61	2
2470	311	6
1859	315	2
2471	2407	8
2472	5	2
2473	1633	3
2474	2475	10
1425	34	2
2476	39	2
2477	235	3
2478	720	4
1321	2479	6
2480	94	2
2481	2482	5
1234	2483	1
2484	866	23
2485	113	2
2486	667	3
